subject;predicate;object
http://dbpedia.org/resource/Egypt;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Menes
http://en.wikipedia.org/wiki/Egyptian_hieroglyphs;http://xmlns.com/foaf/0.1/isPrimaryTopicOf;http://en.wikipedia.org/wiki/Egyptian_hieroglyphs
http://dbpedia.org/resource/Alexander_the_Great;http://dbpedia.org/property/mother;http://dbpedia.org/resource/Olympias
http://en.wikipedia.org/wiki/Ancient_Greek;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Battle_of_Gaugamela
http://dbpedia.org/resource/Hellenistic_period;P67;https://en.wikipedia.org/wiki/Hellenistic_period
http://dbpedia.org/resource/Parmenion;http://dbpedia.org/property/deathPlace;http://dbpedia.org/resource/Macedonia_(ancient_kingdom)
http://dbpedia.org/resource/Macedonia_(ancient_kingdom);http://dbpedia.org/property/event;http://dbpedia.org/resource/Wars_of_the_Diadochi
http://dbpedia.org/resource/Alexandria;http://dbpedia.org/ontology/type;http://dbpedia.org/resource/Metropolis
http://en.wikipedia.org/wiki/Sphinx;http://dbpedia.org/property/similarEntities;http://dbpedia.org/resource/Narasimha
http://dbpedia.org/resource/Cleitus_the_Black;http://dbpedia.org/property/allegiance;http://dbpedia.org/resource/Macedonia_(ancient_kingdom)
http://en.wikipedia.org/wiki/Anubis;P67;http://dbpedia.org/resource/Hor-Aha
http://dbpedia.org/resource/Achaemenid_Empire;http://dbpedia.org/property/religion;http://dbpedia.org/resource/Ancient_Greek_religion
http://dbpedia.org/resource/Macedonian_Empire;http://dbpedia.org/ontology/wikiPageRedirects;http://dbpedia.org/resource/Macedonia_(ancient_kingdom)
http://en.wikipedia.org/wiki/Sphinx;http://dbpedia.org/property/similarEntities;http://en.wikipedia.org/wiki/Lamassu
http://dbpedia.org/resource/Egyptian_Greeks;P67;http://dbpedia.org/resource/Alexander_the_Great
Egyptian third pharaoh of the Nineteenth Dynasty;P196;https://en.wikipedia.org/wiki/Greek_language
http://dbpedia.org/resource/Akkadian_language;P102;https://en.wikipedia.org/wiki/Akkadian_language
http://en.wikipedia.org/wiki/Ptolemaic_dynasty;http://xmlns.com/foaf/0.1/primaryTopic;http://en.wikipedia.org/wiki/Ptolemaic_dynasty
http://dbpedia.org/resource/Alexander_III_of_Macedon;http://dbpedia.org/property/father;http://dbpedia.org/resource/Alexander_the_Great
http://dbpedia.org/resource/Philip_III_of_Macedon;http://dbpedia.org/ontology/successor;http://dbpedia.org/resource/Alexander_the_Great
http://dbpedia.org/resource/Alexandria;http://dbpedia.org/property/establishedDate;http://dbpedia.org/resource/Alexander_the_Great
http://dbpedia.org/resource/Modern_Standard_Arabic;http://dbpedia.org/property/nation;http://dbpedia.org/resource/Egypt
http://dbpedia.org/resource/Alexander_the_Great;http://dbpedia.org/property/markDescription;http://dbpedia.org/resource/Kabul_River
http://dbpedia.org/resource/Pacific_Islander_Americans;http://dbpedia.org/property/religions;http://dbpedia.org/resource/Polytheism
http://en.wikipedia.org/wiki/Anubis;P67;http://dbpedia.org/resource/Djer
http://dbpedia.org/resource/Taranto;http://www.w3.org/2000/01/rdf-schema#seeAlso;http://dbpedia.org/resource/Apulian_vase_painting
http://dbpedia.org/resource/Nut_(goddess);http://dbpedia.org/property/consort;http://dbpedia.org/resource/Geb
Greek philosopher and historian (c. AD 46 – after AD 119);P196;https://en.wikipedia.org/wiki/Plutarch
http://dbpedia.org/resource/Alexandria_National_Museum;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Alexandria
http://dbpedia.org/resource/Macedonia_(ancient_kingdom);http://dbpedia.org/property/event;http://dbpedia.org/resource/Wars_of_Alexander_the_Great
http://dbpedia.org/resource/Antigenes_(general);http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Second_War_of_the_Diadochi
http://dbpedia.org/resource/Ptolemy_I_Soter;http://dbpedia.org/property/title;http://dbpedia.org/resource/List_of_Pharaohs
http://dbpedia.org/resource/Proto-Sinaitic_script;http://dbpedia.org/property/children;http://dbpedia.org/resource/Paleo-Hebrew_alphabet
http://en.wikipedia.org/wiki/Sphinx;P67;https://en.wikipedia.org/wiki/Greek_language
http://en.wikipedia.org/wiki/Roman_Egypt;http://dbpedia.org/ontology/capital;http://dbpedia.org/resource/Alexandria
http://dbpedia.org/resource/Philip_III_of_Macedon;http://dbpedia.org/property/predecessor;http://dbpedia.org/resource/Alexander_III_of_Macedon
http://dbpedia.org/resource/Alexander_III_of_Macedon;http://dbpedia.org/property/successor;http://dbpedia.org/resource/Ptolemy_I_Soter
http://dbpedia.org/resource/Cicero;http://dbpedia.org/ontology/influencedBy;http://dbpedia.org/resource/Antiochus_of_Ascalon
http://dbpedia.org/resource/Nome_(Egypt);http://www.w3.org/2000/01/rdf-schema#seeAlso;http://dbpedia.org/resource/Ptolemaic_Kingdom
http://dbpedia.org/resource/Jhelum_River;http://dbpedia.org/property/subdivisionName;http://dbpedia.org/resource/Pakistan
http://en.wikipedia.org/wiki/Ancient_Greek;P102;https://en.wikipedia.org/wiki/Greek_language
http://en.wikipedia.org/wiki/Art_of_ancient_Egypt;P67;http://dbpedia.org/resource/Alexander_the_Great
http://dbpedia.org/resource/Alexander_the_Great;http://dbpedia.org/ontology/parent;http://dbpedia.org/resource/Olympias
http://dbpedia.org/resource/Philip_III_of_Macedon;http://dbpedia.org/property/succession;http://dbpedia.org/resource/List_of_Pharaohs
http://dbpedia.org/resource/Senusret_I;http://dbpedia.org/property/father;http://dbpedia.org/resource/Amenemhat_I
http://dbpedia.org/resource/Parthian_Empire;http://dbpedia.org/property/commonLanguages;http://dbpedia.org/resource/Koine_Greek
http://dbpedia.org/resource/Thinis;http://dbpedia.org/property/subdivisionName;http://dbpedia.org/resource/Nome_(Egypt)
Religion in ancient Greece;P67;https://en.wikipedia.org/wiki/Ancient_Greek_religion
http://dbpedia.org/resource/Egypt;http://dbpedia.org/ontology/currency;http://dbpedia.org/resource/Egyptian_pound
http://dbpedia.org/resource/Islamic_Golden_Age;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Alexander_Romance
http://en.wikipedia.org/wiki/Egyptian_hieroglyphs;P67;https://en.wikipedia.org/wiki/Egyptian_hieroglyphs
http://dbpedia.org/resource/Egypt;http://dbpedia.org/property/officialLanguages;http://dbpedia.org/resource/Modern_Standard_Arabic
http://en.wikipedia.org/wiki/Ancient_Greek;http://dbpedia.org/property/fam;http://dbpedia.org/resource/Hellenic_languages
http://en.wikipedia.org/wiki/Sphinx;P196;Egyptian mythological creature with the head of a human and the body of a lion
http://dbpedia.org/resource/Ptolemaic_Kingdom;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Caesarion
"Olympian god in Greek religion and mythology; the emissary and messenger of the gods; the god of trade, heraldry, merchants, commerce, roads, thieves, trickery, sports, travelers, and athletes; the son of Zeus and the Pleiad Maia";P196;https://en.wikipedia.org/wiki/Greek_language
Period of Mediterranean history from 323 to 31 BC;P196;https://en.wikipedia.org/wiki/Hellenistic_period
http://dbpedia.org/resource/Greek_language;http://dbpedia.org/property/ld;http://dbpedia.org/resource/Modern_Greek
http://dbpedia.org/resource/Thebes,_Egypt;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Mut
http://dbpedia.org/resource/Asyut;http://dbpedia.org/property/subdivisionName;http://dbpedia.org/resource/Asyut_Governorate
http://dbpedia.org/resource/Macedonia_(ancient_kingdom);http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Oracle_of_Ammon
http://dbpedia.org/resource/Ramesses_II;P102;https://en.wikipedia.org/wiki/Greek_language
http://en.wikipedia.org/wiki/Sphinx;http://xmlns.com/foaf/0.1/primaryTopic;http://en.wikipedia.org/wiki/Sphinx
http://dbpedia.org/resource/Greeks;P102;https://en.wikipedia.org/wiki/Greek_language
http://dbpedia.org/resource/Osiris;P196;God of the afterlife in Egyptian mythology
http://dbpedia.org/resource/Amyntas_III_of_Macedon;http://dbpedia.org/property/predecessor;http://dbpedia.org/resource/Argaeus_II_of_Macedon
http://dbpedia.org/resource/Mercury_(mythology);http://dbpedia.org/property/greekEquivalent;http://en.wikipedia.org/wiki/Hermes
http://dbpedia.org/resource/Black_Sea;http://dbpedia.org/ontology/country;http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Greek_language;P196;Indo-European language
http://dbpedia.org/resource/Nut_(goddess);http://purl.org/linguistics/gold/hypernym;http://dbpedia.org/resource/Goddess
http://dbpedia.org/resource/Asyut;http://dbpedia.org/ontology/country;http://dbpedia.org/resource/Egypt
http://dbpedia.org/resource/Amenemhat_I;P102;https://en.wikipedia.org/wiki/Amenemhat_I
http://en.wikipedia.org/wiki/Hermes;http://dbpedia.org/property/equivalent;http://en.wikipedia.org/wiki/Anubis
http://dbpedia.org/resource/Ptolemaic_Kingdom;http://dbpedia.org/ontology/governmentType;http://dbpedia.org/resource/Hellenistic_period
Art produced by the ancient Egyptian civilization;P196;https://en.wikipedia.org/wiki/Late_Period_of_ancient_Egypt
http://dbpedia.org/resource/House_of_Representatives_(Egypt);http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Cairo
http://dbpedia.org/resource/Geb;http://dbpedia.org/property/consort;http://dbpedia.org/resource/Tefnut
http://en.wikipedia.org/wiki/Egyptian_hieroglyphs;http://dbpedia.org/property/name;http://en.wikipedia.org/wiki/Ptolemaic_dynasty
http://dbpedia.org/resource/Ra;http://dbpedia.org/property/offspring;http://dbpedia.org/resource/Anhur
http://dbpedia.org/resource/Porphyry_(philosopher);http://dbpedia.org/property/influences;http://dbpedia.org/resource/Plotinus
http://en.wikipedia.org/wiki/Anubis;http://xmlns.com/foaf/0.1/isPrimaryTopicOf;http://en.wikipedia.org/wiki/Anubis
http://dbpedia.org/resource/Philip_III_of_Macedon;http://dbpedia.org/property/spouse;http://dbpedia.org/resource/Olympias
http://dbpedia.org/resource/Macedon;http://dbpedia.org/ontology/wikiPageRedirects;http://dbpedia.org/resource/Macedonia_(ancient_kingdom)
http://dbpedia.org/resource/Greek_language;http://dbpedia.org/property/dia;http://dbpedia.org/resource/Varieties_of_Modern_Greek
http://dbpedia.org/resource/Greek_language;http://dbpedia.org/property/ld;http://dbpedia.org/resource/Cappadocian_Greek
http://dbpedia.org/resource/Argead_dynasty;http://dbpedia.org/property/cadetBranches;http://en.wikipedia.org/wiki/Ptolemaic_dynasty
http://dbpedia.org/resource/Varieties_of_Modern_Greek;http://www.w3.org/2000/01/rdf-schema#seeAlso;http://dbpedia.org/resource/Hellenic_languages
http://en.wikipedia.org/wiki/Anubis;P67;http://en.wikipedia.org/wiki/Sphinx
http://dbpedia.org/resource/Proto-Indo-European_mythology;http://dbpedia.org/ontology/wikiPageWikiLink;http://en.wikipedia.org/wiki/Hermes
http://dbpedia.org/resource/Cicero;http://dbpedia.org/ontology/influencedBy;http://dbpedia.org/resource/Lucretius
Buchis;P196;Mythical bull in Egyptian mythology, incarnation of Montou's ka
http://dbpedia.org/resource/Hellenic_languages;http://dbpedia.org/property/protoname;http://en.wikipedia.org/wiki/Proto-Greek_language
http://en.wikipedia.org/wiki/Hermes;P67;https://en.wikipedia.org/wiki/Greek_language
http://dbpedia.org/resource/Cleopatra_Eurydice_of_Macedon;http://dbpedia.org/property/nationality;http://dbpedia.org/resource/Macedonia_(ancient_kingdom)
http://dbpedia.org/resource/Asyut;http://purl.org/linguistics/gold/hypernym;http://dbpedia.org/resource/Capital
http://dbpedia.org/resource/Lucretius;http://dbpedia.org/property/influences;http://dbpedia.org/resource/Aristotle
http://dbpedia.org/resource/Plutarch;http://dbpedia.org/property/influences;http://dbpedia.org/resource/Plato
http://dbpedia.org/resource/Plotinus;http://dbpedia.org/ontology/birthPlace;http://en.wikipedia.org/wiki/Egypt_(Roman_province)
http://dbpedia.org/resource/Aromanian_language;http://www.w3.org/2002/07/owl#differentFrom;http://dbpedia.org/resource/Aromanian_language
http://dbpedia.org/resource/Eudoros;http://dbpedia.org/ontology/relative;http://en.wikipedia.org/wiki/Hermes
http://dbpedia.org/resource/Djer;P67;http://dbpedia.org/resource/Alexander_the_Great
http://dbpedia.org/resource/Ptolemaic_Kingdom;http://dbpedia.org/ontology/capital;http://dbpedia.org/resource/Alexandria
Serapis;P196;Graeco-Egyptian god
http://en.wikipedia.org/wiki/Ancient_Greek;http://dbpedia.org/property/script;http://dbpedia.org/resource/Greek_alphabet
http://dbpedia.org/resource/Senusret_I;http://dbpedia.org/property/predecessor;http://dbpedia.org/resource/Amenemhat_I
http://dbpedia.org/resource/Set_(deity);http://dbpedia.org/property/siblings;http://en.wikipedia.org/wiki/Nephthys
http://dbpedia.org/resource/Coptic_alphabet;http://dbpedia.org/property/fam;http://dbpedia.org/resource/Phoenician_alphabet
http://dbpedia.org/resource/Roman_Empire;http://dbpedia.org/ontology/capital;http://dbpedia.org/resource/Byzantine_Empire
http://dbpedia.org/resource/Akkadian_language;P104;Extinct Semitic language of Mesopotamia
http://dbpedia.org/resource/Ptolemaic_Kingdom;P196;Hellenistic kingdom in ancient Egypt from 305 to 30 BC
http://dbpedia.org/resource/Antiochus_of_Ascalon;http://dbpedia.org/property/influences;http://dbpedia.org/resource/Aristotle
http://dbpedia.org/resource/Osiris;P67;https://en.wikipedia.org/wiki/Greek_language
http://dbpedia.org/resource/Alexander_the_Great;http://dbpedia.org/ontology/child;http://dbpedia.org/resource/Alexander_III_of_Macedon
http://dbpedia.org/resource/Greek_alphabet;http://dbpedia.org/property/fam;http://dbpedia.org/resource/Phoenician_alphabet
http://dbpedia.org/resource/Sais,_Egypt;http://dbpedia.org/property/after;http://dbpedia.org/resource/Persepolis
http://en.wikipedia.org/wiki/Roman_Egypt;P67;http://dbpedia.org/resource/Alexander_the_Great
http://dbpedia.org/resource/Gods;http://www.w3.org/2000/01/rdf-schema#seeAlso;http://dbpedia.org/resource/Creator_deity
http://dbpedia.org/resource/Demetrius_I_of_Macedon;http://dbpedia.org/property/issue;http://dbpedia.org/resource/Demetrius_the_Fair
http://dbpedia.org/resource/Ra;http://dbpedia.org/property/offspring;http://dbpedia.org/resource/Tefnut
Religion in ancient Greece;P196;https://en.wikipedia.org/wiki/Ancient_Greek_religion
http://dbpedia.org/resource/Thebes,_Egypt;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Zeus_Ammon
http://dbpedia.org/resource/Wosret;http://purl.org/linguistics/gold/hypernym;http://dbpedia.org/resource/Goddess
http://dbpedia.org/resource/Philip_III_of_Macedon;http://dbpedia.org/property/father;http://dbpedia.org/resource/Amyntas_III_of_Macedon
http://dbpedia.org/resource/Philotas;http://dbpedia.org/property/allegiance;http://dbpedia.org/resource/Macedonia_(ancient_kingdom)
http://dbpedia.org/resource/List_of_Cyrillic_letters;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Montenegrin_alphabet
http://dbpedia.org/resource/Fourth_Dynasty_of_Egypt;P67;https://en.wikipedia.org/wiki/Fourth_Dynasty_of_Egypt
http://dbpedia.org/resource/Nut_(goddess);http://dbpedia.org/property/offspring;http://dbpedia.org/resource/Osiris
http://dbpedia.org/resource/Amun-Ra;http://dbpedia.org/ontology/wikiPageRedirects;http://dbpedia.org/resource/Amun
http://en.wikipedia.org/wiki/Ancient_Greek;http://xmlns.com/foaf/0.1/isPrimaryTopicOf;http://en.wikipedia.org/wiki/Ancient_Greek
http://dbpedia.org/resource/Hungarian_language;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Burial
http://dbpedia.org/resource/Egyptiotes;http://dbpedia.org/ontology/populationPlace;http://dbpedia.org/resource/Alexandria
http://dbpedia.org/resource/Pontic_Greek;http://dbpedia.org/property/script;http://dbpedia.org/resource/Latin_script
http://dbpedia.org/resource/Aromanian_language;http://www.w3.org/2000/01/rdf-schema#seeAlso;http://dbpedia.org/resource/Romanian_alphabet
http://dbpedia.org/resource/Gnosticism;http://www.w3.org/2000/01/rdf-schema#seeAlso;http://dbpedia.org/resource/Jesus
http://dbpedia.org/resource/Ancient_Egypt;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Menes
http://en.wikipedia.org/wiki/Art_of_ancient_Egypt;http://xmlns.com/foaf/0.1/isPrimaryTopicOf;http://en.wikipedia.org/wiki/Art_of_ancient_Egypt
http://dbpedia.org/resource/Alexander_the_Great;http://dbpedia.org/property/markDescription;http://dbpedia.org/resource/Miletus
http://dbpedia.org/resource/Fourth_Dynasty_of_Egypt;P196;http://en.wikipedia.org/wiki/Art_of_ancient_Egypt
Apis (deity);P102;https://en.wikipedia.org/wiki/Apis_(deity)
http://dbpedia.org/resource/Egypt;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Fourth_Dynasty_of_Egypt
Early Dynastic Period (Egypt);P104;Period of ancient Egyptian history
http://en.wikipedia.org/wiki/Horus;http://dbpedia.org/property/cultCenter;http://dbpedia.org/resource/Gizah
Period of ancient Egyptian history;P196;https://en.wikipedia.org/wiki/Early_Dynastic_Period_(Egypt)
http://dbpedia.org/resource/Capital;http://dbpedia.org/ontology/wikiPageDisambiguates;http://dbpedia.org/resource/Capital_(novel)
http://dbpedia.org/resource/Roman_Empire;http://dbpedia.org/property/eventPre;http://dbpedia.org/resource/War_of_Actium
http://dbpedia.org/resource/Gaza_City;http://dbpedia.org/property/translitLang1Type;http://dbpedia.org/resource/Arabic_script
http://en.wikipedia.org/wiki/Horus;http://dbpedia.org/ontology/wikiPageWikiLink;http://dbpedia.org/resource/Mut
http://en.wikipedia.org/wiki/Anubis;P67;http://dbpedia.org/resource/Amenemhat_I
http://en.wikipedia.org/wiki/Anubis;http://dbpedia.org/property/offspring;http://en.wikipedia.org/wiki/Kebechet
http://dbpedia.org/resource/Fourth_Dynasty_of_Egypt;P67;https://en.wikipedia.org/wiki/Fourth_Dynasty_of_Egypt
http://dbpedia.org/resource/Egypt;http://dbpedia.org/ontology/anthem;http://dbpedia.org/resource/Bilady,_Bilady,_Bilady
